No.,상품명,수량,실매출,weather,temp_avg,temp_max,temp_min
2025-05-17,바질 잠봉(루꼴라),17,147900,Cloudy,23.1,25.2,20.3
2025-05-17,모짜렐라살라미치즈,16,142400,Cloudy,23.1,25.2,20.3
2025-05-17,바게트 잠봉,15,135000,Cloudy,23.1,25.2,20.3
2025-05-17,피스타치오햄바게트,12,106800,Cloudy,23.1,25.2,20.3
2025-05-17,에그타르트,23,92000,Cloudy,23.1,25.2,20.3
2025-05-17,앙버터,18,86400,Cloudy,23.1,25.2,20.3
2025-05-17,아메리카노 ICE,19,76000,Cloudy,23.1,25.2,20.3
2025-05-17,크렌베리닭가슴살샌드위치,12,72000,Cloudy,23.1,25.2,20.3
2025-05-17,감자 치즈,10,60000,Cloudy,23.1,25.2,20.3
2025-05-17,소금빵,18,50400,Cloudy,23.1,25.2,20.3
2025-05-17,고구마크림치즈사워도우,8,46400,Cloudy,23.1,25.2,20.3
2025-05-17,단호박 크림치즈,7,45500,Cloudy,23.1,25.2,20.3
2025-05-17,무화과 크림치즈 사워도우,8,44800,Cloudy,23.1,25.2,20.3
2025-05-17,모짜렐라바질토마토,7,44100,Cloudy,23.1,25.2,20.3
2025-05-17,아메리카노 HOT,11,44000,Cloudy,23.1,25.2,20.3
2025-05-17,미니페스츄리식빵,8,44000,Cloudy,23.1,25.2,20.3
2025-05-17,카페라떼 ICE,8,36000,Cloudy,23.1,25.2,20.3
2025-05-17,올리브 치즈 치아바타,8,36000,Cloudy,23.1,25.2,20.3
2025-05-17,더블초코스콘,9,34200,Cloudy,23.1,25.2,20.3
2025-05-17,피칸카라멜휘낭시에,10,30000,Cloudy,23.1,25.2,20.3
2025-05-17,몽블랑,6,30000,Cloudy,23.1,25.2,20.3
2025-05-17,고메버터 스콘,8,28800,Cloudy,23.1,25.2,20.3
2025-05-17,바닐라까눌레,10,27000,Cloudy,23.1,25.2,20.3
2025-05-17,뺑오쇼콜라,6,25200,Cloudy,23.1,25.2,20.3
2025-05-17,크로와상,7,24500,Cloudy,23.1,25.2,20.3
2025-05-17,플레인휘낭시에,9,24300,Cloudy,23.1,25.2,20.3
2025-05-17,솔티드초코휘낭시에,8,24000,Cloudy,23.1,25.2,20.3
2025-05-17,사워도우,4,18000,Cloudy,23.1,25.2,20.3
2025-05-17,대파 사워도우,3,17100,Cloudy,23.1,25.2,20.3
2025-05-17,치아바타,4,16000,Cloudy,23.1,25.2,20.3
2025-05-17,호두 크랜베리 사워도우,3,15900,Cloudy,23.1,25.2,20.3
2025-05-17,카페라떼 HOT,3,13500,Cloudy,23.1,25.2,20.3
2025-05-17,바닐라빈라떼 ICE,2,10600,Cloudy,23.1,25.2,20.3
2025-05-17,바게트,2,8000,Cloudy,23.1,25.2,20.3
2025-05-17,착즙 오렌지,1,5000,Cloudy,23.1,25.2,20.3
2025-05-17,애플키위믹스,1,5000,Cloudy,23.1,25.2,20.3
2025-05-17,바질토마토 크림치즈,2,3600,Cloudy,23.1,25.2,20.3
2025-05-16,당근라페치아바타샌드위치,30,240000,Rain,22.4,26,19.6
2025-05-16,바질 잠봉(루꼴라),16,139200,Rain,22.4,26,19.6
2025-05-16,바게트 잠봉,14,126000,Rain,22.4,26,19.6
2025-05-16,쉬림프과카몰리샌드위치,13,110500,Rain,22.4,26,19.6
2025-05-16,아메리카노 ICE,19,76000,Rain,22.4,26,19.6
2025-05-16,치아바타 샌드위치,10,75000,Rain,22.4,26,19.6
2025-05-16,피스타치오햄바게트,8,71200,Rain,22.4,26,19.6
2025-05-16,모짜렐라살라미치즈,7,62300,Rain,22.4,26,19.6
2025-05-16,아메리카노 HOT,14,56000,Rain,22.4,26,19.6
2025-05-16,크렌베리닭가슴살샌드위치,9,54000,Rain,22.4,26,19.6
2025-05-16,소금빵,18,50400,Rain,22.4,26,19.6
2025-05-16,에그타르트,10,40000,Rain,22.4,26,19.6
2025-05-16,단호박 크림치즈,6,39000,Rain,22.4,26,19.6
2025-05-16,앙버터,8,38400,Rain,22.4,26,19.6
2025-05-16,모짜렐라바질토마토,6,37800,Rain,22.4,26,19.6
2025-05-16,고메버터 스콘,10,36000,Rain,22.4,26,19.6
2025-05-16,감자 치즈,6,36000,Rain,22.4,26,19.6
2025-05-16,무화과 크림치즈 사워도우,6,33600,Rain,22.4,26,19.6
2025-05-16,몽블랑,6,30000,Rain,22.4,26,19.6
2025-05-16,고구마크림치즈사워도우,5,29000,Rain,22.4,26,19.6
2025-05-16,미니페스츄리식빵,5,27500,Rain,22.4,26,19.6
2025-05-16,뺑오쇼콜라,6,25200,Rain,22.4,26,19.6
2025-05-16,더블초코스콘,6,22800,Rain,22.4,26,19.6
2025-05-16,올리브 치즈 치아바타,5,22500,Rain,22.4,26,19.6
2025-05-16,카페라떼 ICE,5,22500,Rain,22.4,26,19.6
2025-05-16,크로와상,6,21000,Rain,22.4,26,19.6
2025-05-16,대파 사워도우,3,17100,Rain,22.4,26,19.6
2025-05-16,바닐라까눌레,6,16200,Rain,22.4,26,19.6
2025-05-16,바게트,4,16000,Rain,22.4,26,19.6
2025-05-16,카페라떼 HOT,3,13500,Rain,22.4,26,19.6
2025-05-16,호두 크랜베리 사워도우,2,10600,Rain,22.4,26,19.6
2025-05-16,피칸카라멜휘낭시에,3,9000,Rain,22.4,26,19.6
2025-05-16,사워도우,2,9000,Rain,22.4,26,19.6
2025-05-16,솔티드초코휘낭시에,2,6000,Rain,22.4,26,19.6
2025-05-16,바닐라빈라떼 ICE,1,5300,Rain,22.4,26,19.6
2025-05-16,착즙 오렌지,1,5000,Rain,22.4,26,19.6
2025-05-16,마르티넬리 애플주스,1,4000,Rain,22.4,26,19.6
2025-05-16,치아바타,1,4000,Rain,22.4,26,19.6
2025-05-15,당근라페치아바타샌드위치,23,184000,Rain,21.7,23.2,18.9
2025-05-15,바질 잠봉(루꼴라),16,139200,Rain,21.7,23.2,18.9
2025-05-15,치아바타 샌드위치,18,135000,Rain,21.7,23.2,18.9
2025-05-15,바게트 잠봉,14,126000,Rain,21.7,23.2,18.9
2025-05-15,쉬림프과카몰리샌드위치,14,119000,Rain,21.7,23.2,18.9
2025-05-15,아메리카노 ICE,23,92000,Rain,21.7,23.2,18.9
2025-05-15,모짜렐라살라미치즈,7,62300,Rain,21.7,23.2,18.9
2025-05-15,앙버터,12,57600,Rain,21.7,23.2,18.9
2025-05-15,피스타치오햄바게트,6,53400,Rain,21.7,23.2,18.9
2025-05-15,크렌베리닭가슴살샌드위치,8,48000,Rain,21.7,23.2,18.9
2025-05-15,소금빵,17,47600,Rain,21.7,23.2,18.9
2025-05-15,올리브 치즈 치아바타,10,45000,Rain,21.7,23.2,18.9
2025-05-15,카페라떼 ICE,9,40500,Rain,21.7,23.2,18.9
2025-05-15,아메리카노 HOT,10,40000,Rain,21.7,23.2,18.9
2025-05-15,감자 치즈,6,36000,Rain,21.7,23.2,18.9
2025-05-15,고구마크림치즈사워도우,6,34800,Rain,21.7,23.2,18.9
2025-05-15,무화과 크림치즈 사워도우,6,33600,Rain,21.7,23.2,18.9
2025-05-15,고메버터 스콘,9,32400,Rain,21.7,23.2,18.9
2025-05-15,에그타르트,8,32000,Rain,21.7,23.2,18.9
2025-05-15,치아바타,8,32000,Rain,21.7,23.2,18.9
2025-05-15,바닐라까눌레,11,29700,Rain,21.7,23.2,18.9
2025-05-15,뺑오쇼콜라,7,29400,Rain,21.7,23.2,18.9
2025-05-15,미니페스츄리식빵,5,27500,Rain,21.7,23.2,18.9
2025-05-15,카페라떼 HOT,6,27000,Rain,21.7,23.2,18.9
2025-05-15,더블초코스콘,7,26600,Rain,21.7,23.2,18.9
2025-05-15,바게트,6,24000,Rain,21.7,23.2,18.9
2025-05-15,몽블랑,4,20000,Rain,21.7,23.2,18.9
2025-05-15,단호박 크림치즈,3,19500,Rain,21.7,23.2,18.9
2025-05-15,모짜렐라바질토마토,3,18900,Rain,21.7,23.2,18.9
2025-05-15,피칸카라멜휘낭시에,6,18000,Rain,21.7,23.2,18.9
2025-05-15,크로와상,5,17500,Rain,21.7,23.2,18.9
2025-05-15,대파 사워도우,3,17100,Rain,21.7,23.2,18.9
2025-05-15,호두 크랜베리 사워도우,3,15900,Rain,21.7,23.2,18.9
2025-05-15,플레인휘낭시에,4,10800,Rain,21.7,23.2,18.9
2025-05-15,바닐라빈라떼 ICE,2,10600,Rain,21.7,23.2,18.9
2025-05-15,솔티드초코휘낭시에,3,9000,Rain,21.7,23.2,18.9
2025-05-15,사워도우,2,9000,Rain,21.7,23.2,18.9
2025-05-15,착즙 오렌지,1,5000,Rain,21.7,23.2,18.9
2025-05-14,잠봉 베이글 샌드위치,12,96000,Sunny,25.3,27.3,21.8
2025-05-14,당근라페베이컨 샌드위치,12,91200,Sunny,25.3,27.3,21.8
2025-05-14,바질살라미모짜렐라,12,91200,Sunny,25.3,27.3,21.8
2025-05-14,플레인햄치즈 샌드위치,10,76000,Sunny,25.3,27.3,21.8
2025-05-14,카야버터프레첼베이글,11,61600,Sunny,25.3,27.3,21.8
2025-05-14,소프트소금빵,19,57000,Sunny,25.3,27.3,21.8
2025-05-14,모찌모찌 식빵,10,55000,Sunny,25.3,27.3,21.8
2025-05-14,쪽파베이글 샌드위치,8,52000,Sunny,25.3,27.3,21.8
2025-05-14,카페라떼 ICE,10,45000,Sunny,25.3,27.3,21.8
2025-05-14,통밀잡곡식빵,8,44000,Sunny,25.3,27.3,21.8
2025-05-14,감자치즈베이글,12,43200,Sunny,25.3,27.3,21.8
2025-05-14,맘모스,9,43200,Sunny,25.3,27.3,21.8
2025-05-14,아메리카노 ICE,10,40000,Sunny,25.3,27.3,21.8
2025-05-14,에그타르트,9,36000,Sunny,25.3,27.3,21.8
2025-05-14,플레인베이글,10,30000,Sunny,25.3,27.3,21.8
2025-05-14,초코베이글,8,28800,Sunny,25.3,27.3,21.8
2025-05-14,무화과베이글,8,28800,Sunny,25.3,27.3,21.8
2025-05-14,호두크랜베리베이글,8,28000,Sunny,25.3,27.3,21.8
2025-05-14,아메리카노 HOT,7,28000,Sunny,25.3,27.3,21.8
2025-05-14,올리브베이글,8,27200,Sunny,25.3,27.3,21.8
2025-05-14,후추소금빵,8,25600,Sunny,25.3,27.3,21.8
2025-05-14,블루베리 베이글,7,25200,Sunny,25.3,27.3,21.8
2025-05-14,피칸카라멜휘낭시에,7,21000,Sunny,25.3,27.3,21.8
2025-05-14,바닐라까눌레,7,18900,Sunny,25.3,27.3,21.8
2025-05-14,고메버터 스콘,5,18000,Sunny,25.3,27.3,21.8
2025-05-14,바게트 잠봉,2,18000,Sunny,25.3,27.3,21.8
2025-05-14,바닐라빈라떼 ICE,3,15900,Sunny,25.3,27.3,21.8
2025-05-14,솔티드초코휘낭시에,4,12000,Sunny,25.3,27.3,21.8
2025-05-14,더블초코스콘,3,11400,Sunny,25.3,27.3,21.8
2025-05-14,플레인휘낭시에,4,10800,Sunny,25.3,27.3,21.8
2025-05-14,착즙 애플,2,10000,Sunny,25.3,27.3,21.8
2025-05-14,모짜렐라살라미치즈,1,8900,Sunny,25.3,27.3,21.8
2025-05-14,바질토마토 크림치즈,3,5400,Sunny,25.3,27.3,21.8
2025-05-14,바닐라빈라떼 HOT,1,5300,Sunny,25.3,27.3,21.8
2025-05-14,카페라떼 HOT,1,4500,Sunny,25.3,27.3,21.8
2025-05-14,크림치즈,2,3000,Sunny,25.3,27.3,21.8
2025-05-14,블루베리 크림치즈,1,1800,Sunny,25.3,27.3,21.8
2025-05-11,잠봉 베이글 샌드위치,16,128000,Rain,18,20,14.5
2025-05-11,당근라페베이컨 샌드위치,16,121600,Rain,18,20,14.5
2025-05-11,플레인햄치즈 샌드위치,12,91200,Rain,18,20,14.5
2025-05-11,바질살라미모짜렐라,11,83600,Rain,18,20,14.5
2025-05-11,카야버터프레첼베이글,11,61600,Rain,18,20,14.5
2025-05-11,소프트소금빵,19,57000,Rain,18,20,14.5
2025-05-11,모찌모찌 식빵,9,49500,Rain,18,20,14.5
2025-05-11,아메리카노 ICE,11,44000,Rain,18,20,14.5
2025-05-11,감자치즈베이글,12,43200,Rain,18,20,14.5
2025-05-11,썬드라이바질토마토,11,39600,Rain,18,20,14.5
2025-05-11,무화과베이글,11,39600,Rain,18,20,14.5
2025-05-11,초코베이글,10,36000,Rain,18,20,14.5
2025-05-11,블루베리 베이글,10,36000,Rain,18,20,14.5
2025-05-11,플레인베이글,12,36000,Rain,18,20,14.5
2025-05-11,호두크랜베리베이글,10,35000,Rain,18,20,14.5
2025-05-11,올리브베이글,9,30600,Rain,18,20,14.5
2025-05-11,후추소금빵,9,28800,Rain,18,20,14.5
2025-05-11,바닐라까눌레,9,24300,Rain,18,20,14.5
2025-05-11,더블초코스콘,6,22800,Rain,18,20,14.5
2025-05-11,통밀잡곡식빵,4,22000,Rain,18,20,14.5
2025-05-11,고메버터 스콘,6,21600,Rain,18,20,14.5
2025-05-11,바닐라빈라떼 ICE,4,21200,Rain,18,20,14.5
2025-05-11,피칸카라멜휘낭시에,7,21000,Rain,18,20,14.5
2025-05-11,아메리카노 HOT,5,20000,Rain,18,20,14.5
2025-05-11,카페라떼 ICE,4,18000,Rain,18,20,14.5
2025-05-11,솔티드초코휘낭시에,4,12000,Rain,18,20,14.5
2025-05-11,플레인휘낭시에,4,10800,Rain,18,20,14.5
2025-05-11,카페라떼 HOT,2,9000,Rain,18,20,14.5
2025-05-11,블루베리 크림치즈,4,7200,Rain,18,20,14.5
2025-05-11,크림치즈,4,6000,Rain,18,20,14.5
2025-05-11,바질토마토 크림치즈,3,5400,Rain,18,20,14.5
2025-05-11,착즙 오렌지,1,5000,Rain,18,20,14.5
2025-05-10,당근라페치아바타샌드위치,43,344000,Rain,13.2,13.5,12.8
2025-05-10,쉬림프과카몰리샌드위치,27,229500,Rain,13.2,13.5,12.8
2025-05-10,모짜렐라살라미치즈,16,142400,Rain,13.2,13.5,12.8
2025-05-10,바질 잠봉(루꼴라),16,139200,Rain,13.2,13.5,12.8
2025-05-10,치아바타 샌드위치,17,127500,Rain,13.2,13.5,12.8
2025-05-10,바게트 잠봉,12,108000,Rain,13.2,13.5,12.8
2025-05-10,피스타치오햄바게트,9,80100,Rain,13.2,13.5,12.8
2025-05-10,아메리카노 HOT,20,80000,Rain,13.2,13.5,12.8
2025-05-10,앙버터,13,62400,Rain,13.2,13.5,12.8
2025-05-10,크렌베리닭가슴살샌드위치,10,60000,Rain,13.2,13.5,12.8
2025-05-10,에그타르트,15,60000,Rain,13.2,13.5,12.8
2025-05-10,감자 치즈,10,60000,Rain,13.2,13.5,12.8
2025-05-10,소금빵,18,50400,Rain,13.2,13.5,12.8
2025-05-10,아메리카노 ICE,12,48000,Rain,13.2,13.5,12.8
2025-05-10,무화과 크림치즈 사워도우,8,44800,Rain,13.2,13.5,12.8
2025-05-10,고구마크림치즈사워도우,7,40600,Rain,13.2,13.5,12.8
2025-05-10,단호박 크림치즈,6,39000,Rain,13.2,13.5,12.8
2025-05-10,올리브 치즈 치아바타,8,36000,Rain,13.2,13.5,12.8
2025-05-10,모짜렐라바질토마토,5,31500,Rain,13.2,13.5,12.8
2025-05-10,뺑오쇼콜라,7,29400,Rain,13.2,13.5,12.8
2025-05-10,미니페스츄리식빵,5,27500,Rain,13.2,13.5,12.8
2025-05-10,고메버터 스콘,7,25200,Rain,13.2,13.5,12.8
2025-05-10,피칸카라멜휘낭시에,8,24000,Rain,13.2,13.5,12.8
2025-05-10,대파 사워도우,4,22800,Rain,13.2,13.5,12.8
2025-05-10,더블초코스콘,6,22800,Rain,13.2,13.5,12.8
2025-05-10,바닐라까눌레,8,21600,Rain,13.2,13.5,12.8
2025-05-10,크로와상,6,21000,Rain,13.2,13.5,12.8
2025-05-10,치아바타,5,20000,Rain,13.2,13.5,12.8
2025-05-10,바게트,4,16000,Rain,13.2,13.5,12.8
2025-05-10,착즙 애플,3,15000,Rain,13.2,13.5,12.8
2025-05-10,몽블랑,3,15000,Rain,13.2,13.5,12.8
2025-05-10,카페라떼 ICE,3,13500,Rain,13.2,13.5,12.8
2025-05-10,솔티드초코휘낭시에,4,12000,Rain,13.2,13.5,12.8
2025-05-10,바닐라빈라떼 ICE,2,10600,Rain,13.2,13.5,12.8
2025-05-10,사워도우,2,9000,Rain,13.2,13.5,12.8
2025-05-10,플레인휘낭시에,2,5400,Rain,13.2,13.5,12.8
2025-05-10,바닐라빈라떼 HOT,1,5300,Rain,13.2,13.5,12.8
2025-05-10,호두 크랜베리 사워도우,1,5300,Rain,13.2,13.5,12.8
2025-05-10,착즙 오렌지,1,5000,Rain,13.2,13.5,12.8
2025-05-10,카페라떼 HOT,1,4500,Rain,13.2,13.5,12.8
2025-05-10,블루베리 크림치즈,1,1800,Rain,13.2,13.5,12.8
2025-05-09,당근라페치아바타샌드위치,14,112000,Rain,14.7,16.8,13.3
2025-05-09,바게트 잠봉,12,108000,Rain,14.7,16.8,13.3
2025-05-09,쉬림프과카몰리샌드위치,9,76500,Rain,14.7,16.8,13.3
2025-05-09,모짜렐라살라미치즈,6,53400,Rain,14.7,16.8,13.3
2025-05-09,치아바타 샌드위치,7,52500,Rain,14.7,16.8,13.3
2025-05-09,바질 잠봉(루꼴라),6,52200,Rain,14.7,16.8,13.3
2025-05-09,소금빵,15,42000,Rain,14.7,16.8,13.3
2025-05-09,무화과 크림치즈 사워도우,7,39200,Rain,14.7,16.8,13.3
2025-05-09,단호박 크림치즈,6,39000,Rain,14.7,16.8,13.3
2025-05-09,아메리카노 ICE,9,36000,Rain,14.7,16.8,13.3
2025-05-09,피스타치오햄바게트,4,35600,Rain,14.7,16.8,13.3
2025-05-09,고구마크림치즈사워도우,6,34800,Rain,14.7,16.8,13.3
2025-05-09,앙버터,7,33600,Rain,14.7,16.8,13.3
2025-05-09,에그타르트,8,32000,Rain,14.7,16.8,13.3
2025-05-09,감자 치즈,5,30000,Rain,14.7,16.8,13.3
2025-05-09,크렌베리닭가슴살샌드위치,5,30000,Rain,14.7,16.8,13.3
2025-05-09,미니페스츄리식빵,5,27500,Rain,14.7,16.8,13.3
2025-05-09,올리브 치즈 치아바타,6,27000,Rain,14.7,16.8,13.3
2025-05-09,뺑오쇼콜라,6,25200,Rain,14.7,16.8,13.3
2025-05-09,아메리카노 HOT,6,24000,Rain,14.7,16.8,13.3
2025-05-09,카페라떼 ICE,5,22500,Rain,14.7,16.8,13.3
2025-05-09,바닐라까눌레,8,21600,Rain,14.7,16.8,13.3
2025-05-09,크로와상,6,21000,Rain,14.7,16.8,13.3
2025-05-09,피칸카라멜휘낭시에,7,21000,Rain,14.7,16.8,13.3
2025-05-09,고메버터 스콘,5,18000,Rain,14.7,16.8,13.3
2025-05-09,대파 사워도우,3,17100,Rain,14.7,16.8,13.3
2025-05-09,바게트,4,16000,Rain,14.7,16.8,13.3
2025-05-09,호두 크랜베리 사워도우,3,15900,Rain,14.7,16.8,13.3
2025-05-09,바닐라빈라떼 ICE,3,15900,Rain,14.7,16.8,13.3
2025-05-09,솔티드초코휘낭시에,4,12000,Rain,14.7,16.8,13.3
2025-05-09,더블초코스콘,3,11400,Rain,14.7,16.8,13.3
2025-05-09,플레인휘낭시에,4,10800,Rain,14.7,16.8,13.3
2025-05-09,카페라떼 HOT,2,9000,Rain,14.7,16.8,13.3
2025-05-09,사워도우,2,9000,Rain,14.7,16.8,13.3
2025-05-09,모짜렐라바질토마토,1,6300,Rain,14.7,16.8,13.3
2025-05-09,몽블랑,1,5000,Rain,14.7,16.8,13.3
2025-05-09,착즙 오렌지,0,0,Rain,14.7,16.8,13.3
2025-05-09,호두크랜베리베이글,0,0,Rain,14.7,16.8,13.3
2025-05-09,치아바타,0,0,Rain,14.7,16.8,13.3
2025-05-09,감자치즈베이글,0,0,Rain,14.7,16.8,13.3
2025-05-08,당근라페치아바타샌드위치,15,120000,Cloudy,23.2,26.2,18.1
2025-05-08,쉬림프과카몰리샌드위치,11,93500,Cloudy,23.2,26.2,18.1
2025-05-08,모짜렐라살라미치즈,9,80100,Cloudy,23.2,26.2,18.1
2025-05-08,바게트 잠봉,8,72000,Cloudy,23.2,26.2,18.1
2025-05-08,아메리카노 ICE,16,64000,Cloudy,23.2,26.2,18.1
2025-05-08,치아바타 샌드위치,8,60000,Cloudy,23.2,26.2,18.1
2025-05-08,바질 잠봉(루꼴라),6,52200,Cloudy,23.2,26.2,18.1
2025-05-08,크렌베리닭가슴살샌드위치,8,48000,Cloudy,23.2,26.2,18.1
2025-05-08,소금빵,14,39200,Cloudy,23.2,26.2,18.1
2025-05-08,치아바타,9,36000,Cloudy,23.2,26.2,18.1
2025-05-08,피스타치오햄바게트,4,35600,Cloudy,23.2,26.2,18.1
2025-05-08,무화과 크림치즈 사워도우,6,33600,Cloudy,23.2,26.2,18.1
2025-05-08,올리브 치즈 치아바타,6,27000,Cloudy,23.2,26.2,18.1
2025-05-08,뺑오쇼콜라,6,25200,Cloudy,23.2,26.2,18.1
2025-05-08,앙버터,5,24000,Cloudy,23.2,26.2,18.1
2025-05-08,고구마크림치즈사워도우,4,23200,Cloudy,23.2,26.2,18.1
2025-05-08,고메버터 스콘,6,21600,Cloudy,23.2,26.2,18.1
2025-05-08,에그타르트,5,20000,Cloudy,23.2,26.2,18.1
2025-05-08,바게트,5,20000,Cloudy,23.2,26.2,18.1
2025-05-08,아메리카노 HOT,5,20000,Cloudy,23.2,26.2,18.1
2025-05-08,단호박 크림치즈,3,19500,Cloudy,23.2,26.2,18.1
2025-05-08,모짜렐라바질토마토,3,18900,Cloudy,23.2,26.2,18.1
2025-05-08,감자 치즈,3,18000,Cloudy,23.2,26.2,18.1
2025-05-08,카페라떼 ICE,4,18000,Cloudy,23.2,26.2,18.1
2025-05-08,몽블랑,3,15000,Cloudy,23.2,26.2,18.1
2025-05-08,바닐라까눌레,5,13500,Cloudy,23.2,26.2,18.1
2025-05-08,더블초코스콘,3,11400,Cloudy,23.2,26.2,18.1
2025-05-08,미니페스츄리식빵,2,11000,Cloudy,23.2,26.2,18.1
2025-05-08,크로와상,3,10500,Cloudy,23.2,26.2,18.1
2025-05-08,착즙 오렌지,2,10000,Cloudy,23.2,26.2,18.1
2025-05-08,사워도우,2,9000,Cloudy,23.2,26.2,18.1
2025-05-08,솔티드초코휘낭시에,3,9000,Cloudy,23.2,26.2,18.1
2025-05-08,카페라떼 HOT,2,9000,Cloudy,23.2,26.2,18.1
2025-05-08,호두 크랜베리 사워도우,1,5300,Cloudy,23.2,26.2,18.1
2025-05-08,바닐라빈라떼 ICE,1,5300,Cloudy,23.2,26.2,18.1
2025-05-08,애플키위믹스,1,5000,Cloudy,23.2,26.2,18.1
2025-05-08,마르티넬리 애플주스,1,4000,Cloudy,23.2,26.2,18.1
2025-05-08,피칸카라멜휘낭시에,1,3000,Cloudy,23.2,26.2,18.1
2025-05-08,플레인휘낭시에,1,2700,Cloudy,23.2,26.2,18.1
2025-05-08,대파 사워도우,0,0,Cloudy,23.2,26.2,18.1
2025-05-07,잠봉 베이글 샌드위치,14,112000,Sunny,19.5,22.1,15
2025-05-07,당근라페베이컨 샌드위치,14,106400,Sunny,19.5,22.1,15
2025-05-07,플레인햄치즈 샌드위치,10,76000,Sunny,19.5,22.1,15
2025-05-07,카야버터프레첼베이글,12,67200,Sunny,19.5,22.1,15
2025-05-07,소프트소금빵,18,54000,Sunny,19.5,22.1,15
2025-05-07,바질살라미모짜렐라,7,53200,Sunny,19.5,22.1,15
2025-05-07,통밀잡곡식빵,8,44000,Sunny,19.5,22.1,15
2025-05-07,아메리카노 ICE,10,40000,Sunny,19.5,22.1,15
2025-05-07,플레인베이글,12,36000,Sunny,19.5,22.1,15
2025-05-07,감자치즈베이글,10,36000,Sunny,19.5,22.1,15
2025-05-07,초코베이글,10,36000,Sunny,19.5,22.1,15
2025-05-07,블루베리 베이글,9,32400,Sunny,19.5,22.1,15
2025-05-07,호두크랜베리베이글,9,31500,Sunny,19.5,22.1,15
2025-05-07,모찌모찌 식빵,5,27500,Sunny,19.5,22.1,15
2025-05-07,올리브베이글,8,27200,Sunny,19.5,22.1,15
2025-05-07,바닐라빈라떼 ICE,4,21200,Sunny,19.5,22.1,15
2025-05-07,에그타르트,5,20000,Sunny,19.5,22.1,15
2025-05-07,아메리카노 HOT,5,20000,Sunny,19.5,22.1,15
2025-05-07,후추소금빵,6,19200,Sunny,19.5,22.1,15
2025-05-07,더블초코스콘,5,19000,Sunny,19.5,22.1,15
2025-05-07,피칸카라멜휘낭시에,6,18000,Sunny,19.5,22.1,15
2025-05-07,카페라떼 ICE,4,18000,Sunny,19.5,22.1,15
2025-05-07,솔티드초코휘낭시에,5,15000,Sunny,19.5,22.1,15
2025-05-07,무화과베이글,4,14400,Sunny,19.5,22.1,15
2025-05-07,카페라떼 HOT,2,9000,Sunny,19.5,22.1,15
2025-05-07,플레인휘낭시에,3,8100,Sunny,19.5,22.1,15
2025-05-07,마르티넬리 애플주스,2,8000,Sunny,19.5,22.1,15
2025-05-07,바질토마토 크림치즈,4,7200,Sunny,19.5,22.1,15
2025-05-07,고메버터 스콘,2,7200,Sunny,19.5,22.1,15
2025-05-07,바닐라까눌레,2,5400,Sunny,19.5,22.1,15
2025-05-07,착즙 오렌지,1,5000,Sunny,19.5,22.1,15
2025-05-07,애플키위믹스,1,5000,Sunny,19.5,22.1,15
2025-05-07,크림치즈,3,4500,Sunny,19.5,22.1,15
2025-05-07,썬드라이바질토마토,1,3600,Sunny,19.5,22.1,15
2025-05-05,잠봉 베이글 샌드위치,15,120000,Cloudy,16.4,17,14.6
2025-05-05,당근라페베이컨 샌드위치,13,98800,Cloudy,16.4,17,14.6
2025-05-05,플레인햄치즈 샌드위치,12,91200,Cloudy,16.4,17,14.6
2025-05-05,아메리카노 ICE,21,84000,Cloudy,16.4,17,14.6
2025-05-05,카야버터프레첼베이글,12,67200,Cloudy,16.4,17,14.6
2025-05-05,바질살라미모짜렐라,8,60800,Cloudy,16.4,17,14.6
2025-05-05,소프트소금빵,20,60000,Cloudy,16.4,17,14.6
2025-05-05,감자치즈베이글,12,43200,Cloudy,16.4,17,14.6
2025-05-05,무화과베이글,10,36000,Cloudy,16.4,17,14.6
2025-05-05,썬드라이바질토마토,10,36000,Cloudy,16.4,17,14.6
2025-05-05,초코베이글,10,36000,Cloudy,16.4,17,14.6
2025-05-05,올리브베이글,10,34000,Cloudy,16.4,17,14.6
2025-05-05,통밀잡곡식빵,6,33000,Cloudy,16.4,17,14.6
2025-05-05,모찌모찌 식빵,6,33000,Cloudy,16.4,17,14.6
2025-05-05,블루베리 베이글,9,32400,Cloudy,16.4,17,14.6
2025-05-05,에그타르트,8,32000,Cloudy,16.4,17,14.6
2025-05-05,후추소금빵,10,32000,Cloudy,16.4,17,14.6
2025-05-05,플레인베이글,10,30000,Cloudy,16.4,17,14.6
2025-05-05,호두크랜베리베이글,8,28000,Cloudy,16.4,17,14.6
2025-05-05,아메리카노 HOT,7,28000,Cloudy,16.4,17,14.6
2025-05-05,바닐라까눌레,8,21600,Cloudy,16.4,17,14.6
2025-05-05,카페라떼 ICE,4,18000,Cloudy,16.4,17,14.6
2025-05-05,고메버터 스콘,4,14400,Cloudy,16.4,17,14.6
2025-05-05,카페라떼 HOT,3,13500,Cloudy,16.4,17,14.6
2025-05-05,피칸카라멜휘낭시에,4,12000,Cloudy,16.4,17,14.6
2025-05-05,바닐라빈라떼 ICE,2,10600,Cloudy,16.4,17,14.6
2025-05-05,착즙 오렌지,2,10000,Cloudy,16.4,17,14.6
2025-05-05,바질토마토 크림치즈,5,9000,Cloudy,16.4,17,14.6
2025-05-05,크림치즈,6,9000,Cloudy,16.4,17,14.6
2025-05-05,더블초코스콘,2,7600,Cloudy,16.4,17,14.6
